p_conc,initial_prediction
"(array([7.41451849e-03, 5.49750845e-05]), array([0.01102885, 0.00012164]), array([1.10839775e-03, 1.22854557e-06]), array([-8.55178890e-03,  7.31330934e-05]), array([-0.01111171,  0.00012347]), array([0.0171038 , 0.00029254]), array([-8.57380116e-03,  7.35100664e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0007860364815769152
"(array([0.01102885, 0.00012164]), array([1.10839775e-03, 1.22854557e-06]), array([-8.55178890e-03,  7.31330934e-05]), array([-0.01111171,  0.00012347]), array([0.0171038 , 0.00029254]), array([-8.57380116e-03,  7.35100664e-05]), array([9.60456246e-03, 9.22476201e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00012347
"(array([1.10839775e-03, 1.22854557e-06]), array([-8.55178890e-03,  7.31330934e-05]), array([-0.01111171,  0.00012347]), array([0.0171038 , 0.00029254]), array([-8.57380116e-03,  7.35100664e-05]), array([9.60456246e-03, 9.22476201e-05]), array([6.99203718e-03, 4.88885840e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.152462343059481e-05
"(array([-8.55178890e-03,  7.31330934e-05]), array([-0.01111171,  0.00012347]), array([0.0171038 , 0.00029254]), array([-8.57380116e-03,  7.35100664e-05]), array([9.60456246e-03, 9.22476201e-05]), array([6.99203718e-03, 4.88885840e-05]), array([-0.01499761,  0.00022493]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00044869
"(array([-0.01111171,  0.00012347]), array([0.0171038 , 0.00029254]), array([-8.57380116e-03,  7.35100664e-05]), array([9.60456246e-03, 9.22476201e-05]), array([6.99203718e-03, 4.88885840e-05]), array([-0.01499761,  0.00022493]), array([-0.02237049,  0.00050044]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00050044
"(array([0.0171038 , 0.00029254]), array([-8.57380116e-03,  7.35100664e-05]), array([9.60456246e-03, 9.22476201e-05]), array([6.99203718e-03, 4.88885840e-05]), array([-0.01499761,  0.00022493]), array([-0.02237049,  0.00050044]), array([-8.92733710e-04,  7.96973478e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",5.404e-09
"(array([-8.57380116e-03,  7.35100664e-05]), array([9.60456246e-03, 9.22476201e-05]), array([6.99203718e-03, 4.88885840e-05]), array([-0.01499761,  0.00022493]), array([-0.02237049,  0.00050044]), array([-8.92733710e-04,  7.96973478e-07]), array([-8.26090831e-03,  6.82426060e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00017310458500776894
"(array([9.60456246e-03, 9.22476201e-05]), array([6.99203718e-03, 4.88885840e-05]), array([-0.01499761,  0.00022493]), array([-0.02237049,  0.00050044]), array([-8.92733710e-04,  7.96973478e-07]), array([-8.26090831e-03,  6.82426060e-05]), array([4.22108445e-03, 1.78175539e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.000102
"(array([6.99203718e-03, 4.88885840e-05]), array([-0.01499761,  0.00022493]), array([-0.02237049,  0.00050044]), array([-8.92733710e-04,  7.96973478e-07]), array([-8.26090831e-03,  6.82426060e-05]), array([4.22108445e-03, 1.78175539e-05]), array([0.0110658 , 0.00012245]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00012132258904904908
"(array([-0.01499761,  0.00022493]), array([-0.02237049,  0.00050044]), array([-8.92733710e-04,  7.96973478e-07]), array([-8.26090831e-03,  6.82426060e-05]), array([4.22108445e-03, 1.78175539e-05]), array([0.0110658 , 0.00012245]), array([6.85910459e-03, 4.70473158e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00013534110444630678
"(array([-0.02237049,  0.00050044]), array([-8.92733710e-04,  7.96973478e-07]), array([-8.26090831e-03,  6.82426060e-05]), array([4.22108445e-03, 1.78175539e-05]), array([0.0110658 , 0.00012245]), array([6.85910459e-03, 4.70473158e-05]), array([-5.11809080e-03,  2.61948535e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",5.214687540583502e-05
"(array([-8.92733710e-04,  7.96973478e-07]), array([-8.26090831e-03,  6.82426060e-05]), array([4.22108445e-03, 1.78175539e-05]), array([0.0110658 , 0.00012245]), array([6.85910459e-03, 4.70473158e-05]), array([-5.11809080e-03,  2.61948535e-05]), array([6.66762347e-03, 4.44572027e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",4.445e-05
"(array([-8.26090831e-03,  6.82426060e-05]), array([4.22108445e-03, 1.78175539e-05]), array([0.0110658 , 0.00012245]), array([6.85910459e-03, 4.70473158e-05]), array([-5.11809080e-03,  2.61948535e-05]), array([6.66762347e-03, 4.44572027e-05]), array([-4.39823211e-04,  1.93444457e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0007570648571399658
"(array([4.22108445e-03, 1.78175539e-05]), array([0.0110658 , 0.00012245]), array([6.85910459e-03, 4.70473158e-05]), array([-5.11809080e-03,  2.61948535e-05]), array([6.66762347e-03, 4.44572027e-05]), array([-4.39823211e-04,  1.93444457e-07]), array([1.54781541e-03, 2.39573255e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0003787505556744772
"(array([0.0110658 , 0.00012245]), array([6.85910459e-03, 4.70473158e-05]), array([-5.11809080e-03,  2.61948535e-05]), array([6.66762347e-03, 4.44572027e-05]), array([-4.39823211e-04,  1.93444457e-07]), array([1.54781541e-03, 2.39573255e-06]), array([7.51301665e-03, 5.64454192e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",2.056e-05
"(array([6.85910459e-03, 4.70473158e-05]), array([-5.11809080e-03,  2.61948535e-05]), array([6.66762347e-03, 4.44572027e-05]), array([-4.39823211e-04,  1.93444457e-07]), array([1.54781541e-03, 2.39573255e-06]), array([7.51301665e-03, 5.64454192e-05]), array([4.17273625e-03, 1.74117278e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",2.805433850733773e-05
"(array([-5.11809080e-03,  2.61948535e-05]), array([6.66762347e-03, 4.44572027e-05]), array([-4.39823211e-04,  1.93444457e-07]), array([1.54781541e-03, 2.39573255e-06]), array([7.51301665e-03, 5.64454192e-05]), array([4.17273625e-03, 1.74117278e-05]), array([4.87366962e-03, 2.37526556e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001544174371468528
"(array([6.66762347e-03, 4.44572027e-05]), array([-4.39823211e-04,  1.93444457e-07]), array([1.54781541e-03, 2.39573255e-06]), array([7.51301665e-03, 5.64454192e-05]), array([4.17273625e-03, 1.74117278e-05]), array([4.87366962e-03, 2.37526556e-05]), array([5.45539199e-03, 2.97613018e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",3.22e-05
"(array([-4.39823211e-04,  1.93444457e-07]), array([1.54781541e-03, 2.39573255e-06]), array([7.51301665e-03, 5.64454192e-05]), array([4.17273625e-03, 1.74117278e-05]), array([4.87366962e-03, 2.37526556e-05]), array([5.45539199e-03, 2.97613018e-05]), array([9.16862846e-03, 8.40637479e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.000122044885625
"(array([1.54781541e-03, 2.39573255e-06]), array([7.51301665e-03, 5.64454192e-05]), array([4.17273625e-03, 1.74117278e-05]), array([4.87366962e-03, 2.37526556e-05]), array([5.45539199e-03, 2.97613018e-05]), array([9.16862846e-03, 8.40637479e-05]), array([3.41817230e-03, 1.16839019e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",8.78286e-05
"(array([7.51301665e-03, 5.64454192e-05]), array([4.17273625e-03, 1.74117278e-05]), array([4.87366962e-03, 2.37526556e-05]), array([5.45539199e-03, 2.97613018e-05]), array([9.16862846e-03, 8.40637479e-05]), array([3.41817230e-03, 1.16839019e-05]), array([1.48693584e-03, 2.21097820e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",3.282532279277088e-05
"(array([4.17273625e-03, 1.74117278e-05]), array([4.87366962e-03, 2.37526556e-05]), array([5.45539199e-03, 2.97613018e-05]), array([9.16862846e-03, 8.40637479e-05]), array([3.41817230e-03, 1.16839019e-05]), array([1.48693584e-03, 2.21097820e-06]), array([3.97221760e-03, 1.57785127e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0009961844948544723
"(array([4.87366962e-03, 2.37526556e-05]), array([5.45539199e-03, 2.97613018e-05]), array([9.16862846e-03, 8.40637479e-05]), array([3.41817230e-03, 1.16839019e-05]), array([1.48693584e-03, 2.21097820e-06]), array([3.97221760e-03, 1.57785127e-05]), array([-3.20870853e-03,  1.02958104e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.1543965724874775e-05
"(array([5.45539199e-03, 2.97613018e-05]), array([9.16862846e-03, 8.40637479e-05]), array([3.41817230e-03, 1.16839019e-05]), array([1.48693584e-03, 2.21097820e-06]), array([3.97221760e-03, 1.57785127e-05]), array([-3.20870853e-03,  1.02958104e-05]), array([1.19777264e-03, 1.43465931e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.6303846875377723e-05
"(array([9.16862846e-03, 8.40637479e-05]), array([3.41817230e-03, 1.16839019e-05]), array([1.48693584e-03, 2.21097820e-06]), array([3.97221760e-03, 1.57785127e-05]), array([-3.20870853e-03,  1.02958104e-05]), array([1.19777264e-03, 1.43465931e-06]), array([3.73307770e-03, 1.39358691e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001827328268999332
"(array([3.41817230e-03, 1.16839019e-05]), array([1.48693584e-03, 2.21097820e-06]), array([3.97221760e-03, 1.57785127e-05]), array([-3.20870853e-03,  1.02958104e-05]), array([1.19777264e-03, 1.43465931e-06]), array([3.73307770e-03, 1.39358691e-05]), array([5.76240894e-03, 3.32053567e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00010970200511929312
"(array([1.48693584e-03, 2.21097820e-06]), array([3.97221760e-03, 1.57785127e-05]), array([-3.20870853e-03,  1.02958104e-05]), array([1.19777264e-03, 1.43465931e-06]), array([3.73307770e-03, 1.39358691e-05]), array([5.76240894e-03, 3.32053567e-05]), array([1.04950983e-03, 1.10147089e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0004414873287944855
"(array([3.97221760e-03, 1.57785127e-05]), array([-3.20870853e-03,  1.02958104e-05]), array([1.19777264e-03, 1.43465931e-06]), array([3.73307770e-03, 1.39358691e-05]), array([5.76240894e-03, 3.32053567e-05]), array([1.04950983e-03, 1.10147089e-06]), array([-1.48024548e-03,  2.19112669e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.46359e-05
"(array([-3.20870853e-03,  1.02958104e-05]), array([1.19777264e-03, 1.43465931e-06]), array([3.73307770e-03, 1.39358691e-05]), array([5.76240894e-03, 3.32053567e-05]), array([1.04950983e-03, 1.10147089e-06]), array([-1.48024548e-03,  2.19112669e-06]), array([-3.83759596e-03,  1.47271427e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001927415442656645
"(array([1.19777264e-03, 1.43465931e-06]), array([3.73307770e-03, 1.39358691e-05]), array([5.76240894e-03, 3.32053567e-05]), array([1.04950983e-03, 1.10147089e-06]), array([-1.48024548e-03,  2.19112669e-06]), array([-3.83759596e-03,  1.47271427e-05]), array([1.78758564e-03, 3.19546241e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",3.126678317706949e-06
"(array([3.73307770e-03, 1.39358691e-05]), array([5.76240894e-03, 3.32053567e-05]), array([1.04950983e-03, 1.10147089e-06]), array([-1.48024548e-03,  2.19112669e-06]), array([-3.83759596e-03,  1.47271427e-05]), array([1.78758564e-03, 3.19546241e-06]), array([6.91683568e-04, 4.78426158e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",4.929861916236437e-05
"(array([5.76240894e-03, 3.32053567e-05]), array([1.04950983e-03, 1.10147089e-06]), array([-1.48024548e-03,  2.19112669e-06]), array([-3.83759596e-03,  1.47271427e-05]), array([1.78758564e-03, 3.19546241e-06]), array([6.91683568e-04, 4.78426158e-07]), array([-2.18309050e-03,  4.76588414e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",5.373361030248482e-05
"(array([1.04950983e-03, 1.10147089e-06]), array([-1.48024548e-03,  2.19112669e-06]), array([-3.83759596e-03,  1.47271427e-05]), array([1.78758564e-03, 3.19546241e-06]), array([6.91683568e-04, 4.78426158e-07]), array([-2.18309050e-03,  4.76588414e-06]), array([5.98013547e-04, 3.57620203e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.1691576574367164e-06
"(array([-1.48024548e-03,  2.19112669e-06]), array([-3.83759596e-03,  1.47271427e-05]), array([1.78758564e-03, 3.19546241e-06]), array([6.91683568e-04, 4.78426158e-07]), array([-2.18309050e-03,  4.76588414e-06]), array([5.98013547e-04, 3.57620203e-07]), array([4.02421637e-04, 1.61943174e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.0439487748777256e-06
"(array([-3.83759596e-03,  1.47271427e-05]), array([1.78758564e-03, 3.19546241e-06]), array([6.91683568e-04, 4.78426158e-07]), array([-2.18309050e-03,  4.76588414e-06]), array([5.98013547e-04, 3.57620203e-07]), array([4.02421637e-04, 1.61943174e-07]), array([9.32266289e-03, 8.69120433e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",8.73542e-05
"(array([1.78758564e-03, 3.19546241e-06]), array([6.91683568e-04, 4.78426158e-07]), array([-2.18309050e-03,  4.76588414e-06]), array([5.98013547e-04, 3.57620203e-07]), array([4.02421637e-04, 1.61943174e-07]), array([9.32266289e-03, 8.69120433e-05]), array([9.84309715e-04, 9.68865615e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",8.5947e-06
"(array([6.91683568e-04, 4.78426158e-07]), array([-2.18309050e-03,  4.76588414e-06]), array([5.98013547e-04, 3.57620203e-07]), array([4.02421637e-04, 1.61943174e-07]), array([9.32266289e-03, 8.69120433e-05]), array([9.84309715e-04, 9.68865615e-07]), array([-1.57066868e-03,  2.46700009e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",7.084691532800011e-05
"(array([-2.18309050e-03,  4.76588414e-06]), array([5.98013547e-04, 3.57620203e-07]), array([4.02421637e-04, 1.61943174e-07]), array([9.32266289e-03, 8.69120433e-05]), array([9.84309715e-04, 9.68865615e-07]), array([-1.57066868e-03,  2.46700009e-06]), array([-5.18073412e-03,  2.68400061e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",2.7666767474993485e-05
"(array([5.98013547e-04, 3.57620203e-07]), array([4.02421637e-04, 1.61943174e-07]), array([9.32266289e-03, 8.69120433e-05]), array([9.84309715e-04, 9.68865615e-07]), array([-1.57066868e-03,  2.46700009e-06]), array([-5.18073412e-03,  2.68400061e-05]), array([-1.54588719e-03,  2.38976719e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",2.147217720876532e-05
"(array([4.02421637e-04, 1.61943174e-07]), array([9.32266289e-03, 8.69120433e-05]), array([9.84309715e-04, 9.68865615e-07]), array([-1.57066868e-03,  2.46700009e-06]), array([-5.18073412e-03,  2.68400061e-05]), array([-1.54588719e-03,  2.38976719e-06]), array([1.48103156e-03, 2.19345449e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0003430695730010253
"(array([9.32266289e-03, 8.69120433e-05]), array([9.84309715e-04, 9.68865615e-07]), array([-1.57066868e-03,  2.46700009e-06]), array([-5.18073412e-03,  2.68400061e-05]), array([-1.54588719e-03,  2.38976719e-06]), array([1.48103156e-03, 2.19345449e-06]), array([-8.84814866e-04,  7.82897347e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",5.96326110766154e-05
"(array([9.84309715e-04, 9.68865615e-07]), array([-1.57066868e-03,  2.46700009e-06]), array([-5.18073412e-03,  2.68400061e-05]), array([-1.54588719e-03,  2.38976719e-06]), array([1.48103156e-03, 2.19345449e-06]), array([-8.84814866e-04,  7.82897347e-07]), array([-2.54673332e-03,  6.48585059e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.00020326744819682563
