,p_conc,initial_prediction,refined_prediction_0,refined_prediction_1,refined_prediction_2,y_true,tau,regime
29,"(array([1.54781541e-03, 2.39573255e-06]), array([7.51301665e-03, 5.64454192e-05]), array([4.17273625e-03, 1.74117278e-05]), array([4.87366962e-03, 2.37526556e-05]), array([5.45539199e-03, 2.97613018e-05]), array([9.16862846e-03, 8.40637479e-05]), array([3.41817230e-03, 1.16839019e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",8.78286e-05,2.210978201424847e-06,0.0,2.210978201424847e-06,2.210978201424847e-06,0.00010219416970491771,low
30,"(array([7.51301665e-03, 5.64454192e-05]), array([4.17273625e-03, 1.74117278e-05]), array([4.87366962e-03, 2.37526556e-05]), array([5.45539199e-03, 2.97613018e-05]), array([9.16862846e-03, 8.40637479e-05]), array([3.41817230e-03, 1.16839019e-05]), array([1.48693584e-03, 2.21097820e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",3.282532279277088e-05,1.5778512680282813e-05,1e-05,1.2e-05,1.5778512680282813e-05,0.00010219416970491771,low
31,"(array([4.17273625e-03, 1.74117278e-05]), array([4.87366962e-03, 2.37526556e-05]), array([5.45539199e-03, 2.97613018e-05]), array([9.16862846e-03, 8.40637479e-05]), array([3.41817230e-03, 1.16839019e-05]), array([1.48693584e-03, 2.21097820e-06]), array([3.97221760e-03, 1.57785127e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0009961844948544,1.0295810401068787e-05,1e-05,1.029e-05,1.0295810401068787e-05,0.00010219416970491771,low
32,"(array([4.87366962e-03, 2.37526556e-05]), array([5.45539199e-03, 2.97613018e-05]), array([9.16862846e-03, 8.40637479e-05]), array([3.41817230e-03, 1.16839019e-05]), array([1.48693584e-03, 2.21097820e-06]), array([3.97221760e-03, 1.57785127e-05]), array([-3.20870853e-03,  1.02958104e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.1543965724874776e-05,1.4346593064567913e-06,1.0000000000000002e-06,1.4346593064567913e-06,1.4346593064567913e-06,0.00010219416970491771,low
33,"(array([5.45539199e-03, 2.97613018e-05]), array([9.16862846e-03, 8.40637479e-05]), array([3.41817230e-03, 1.16839019e-05]), array([1.48693584e-03, 2.21097820e-06]), array([3.97221760e-03, 1.57785127e-05]), array([-3.20870853e-03,  1.02958104e-05]), array([1.19777264e-03, 1.43465931e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.6303846875377723e-05,1.3935869120899732e-05,1e-05,1.2e-05,1.3935869120899732e-05,0.00010219416970491771,low
34,"(array([9.16862846e-03, 8.40637479e-05]), array([3.41817230e-03, 1.16839019e-05]), array([1.48693584e-03, 2.21097820e-06]), array([3.97221760e-03, 1.57785127e-05]), array([-3.20870853e-03,  1.02958104e-05]), array([1.19777264e-03, 1.43465931e-06]), array([3.73307770e-03, 1.39358691e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001827328268999,3.320535674169497e-05,3e-05,3.1e-05,3.320535674169497e-05,0.00010219416970491771,low
35,"(array([3.41817230e-03, 1.16839019e-05]), array([1.48693584e-03, 2.21097820e-06]), array([3.97221760e-03, 1.57785127e-05]), array([-3.20870853e-03,  1.02958104e-05]), array([1.19777264e-03, 1.43465931e-06]), array([3.73307770e-03, 1.39358691e-05]), array([5.76240894e-03, 3.32053567e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001097020051192,1e-06,1e-06,1.0000008911997557e-06,1.1014708911997557e-06,0.00010219416970491771,low
36,"(array([1.48693584e-03, 2.21097820e-06]), array([3.97221760e-03, 1.57785127e-05]), array([-3.20870853e-03,  1.02958104e-05]), array([1.19777264e-03, 1.43465931e-06]), array([3.73307770e-03, 1.39358691e-05]), array([5.76240894e-03, 3.32053567e-05]), array([1.04950983e-03, 1.10147089e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0004414873287944,2.191126692350276e-06,2e-07,2.191126692350276e-06,2.191126692350276e-06,0.00010219416970491771,low
37,"(array([3.97221760e-03, 1.57785127e-05]), array([-3.20870853e-03,  1.02958104e-05]), array([1.19777264e-03, 1.43465931e-06]), array([3.73307770e-03, 1.39358691e-05]), array([5.76240894e-03, 3.32053567e-05]), array([1.04950983e-03, 1.10147089e-06]), array([-1.48024548e-03,  2.19112669e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.46359e-05,1.4727142721502656e-05,1e-05,1.2e-05,1.4727142721502656e-05,0.00010219416970491771,low
38,"(array([-3.20870853e-03,  1.02958104e-05]), array([1.19777264e-03, 1.43465931e-06]), array([3.73307770e-03, 1.39358691e-05]), array([5.76240894e-03, 3.32053567e-05]), array([1.04950983e-03, 1.10147089e-06]), array([-1.48024548e-03,  2.19112669e-06]), array([-3.83759596e-03,  1.47271427e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0001927415442656,3.195462412728972e-06,3e-06,3.1e-06,3.1954624127289716e-06,0.00010219416970491771,low
39,"(array([1.19777264e-03, 1.43465931e-06]), array([3.73307770e-03, 1.39358691e-05]), array([5.76240894e-03, 3.32053567e-05]), array([1.04950983e-03, 1.10147089e-06]), array([-1.48024548e-03,  2.19112669e-06]), array([-3.83759596e-03,  1.47271427e-05]), array([1.78758564e-03, 3.19546241e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",3.126678317706949e-06,4.784261576567011e-07,0.0,4.784261576567011e-07,4.784261576567011e-07,0.00010219416970491771,low
40,"(array([3.73307770e-03, 1.39358691e-05]), array([5.76240894e-03, 3.32053567e-05]), array([1.04950983e-03, 1.10147089e-06]), array([-1.48024548e-03,  2.19112669e-06]), array([-3.83759596e-03,  1.47271427e-05]), array([1.78758564e-03, 3.19546241e-06]), array([6.91683568e-04, 4.78426158e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",4.929861916236437e-05,4.765884135133707e-06,4e-06,4.5e-06,4.765884135133707e-06,0.00010219416970491771,low
41,"(array([5.76240894e-03, 3.32053567e-05]), array([1.04950983e-03, 1.10147089e-06]), array([-1.48024548e-03,  2.19112669e-06]), array([-3.83759596e-03,  1.47271427e-05]), array([1.78758564e-03, 3.19546241e-06]), array([6.91683568e-04, 4.78426158e-07]), array([-2.18309050e-03,  4.76588414e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",5.373361030248482e-05,3.576202025602276e-07,3.576202025602276e-07,3e-07,3.576202025602276e-07,0.00010219416970491771,low
42,"(array([1.04950983e-03, 1.10147089e-06]), array([-1.48024548e-03,  2.19112669e-06]), array([-3.83759596e-03,  1.47271427e-05]), array([1.78758564e-03, 3.19546241e-06]), array([6.91683568e-04, 4.78426158e-07]), array([-2.18309050e-03,  4.76588414e-06]), array([5.98013547e-04, 3.57620203e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.1691576574367164e-06,1.6194317374622814e-07,1e-07,1.5e-07,1.6194317374622811e-07,0.00010219416970491771,low
43,"(array([-1.48024548e-03,  2.19112669e-06]), array([-3.83759596e-03,  1.47271427e-05]), array([1.78758564e-03, 3.19546241e-06]), array([6.91683568e-04, 4.78426158e-07]), array([-2.18309050e-03,  4.76588414e-06]), array([5.98013547e-04, 3.57620203e-07]), array([4.02421637e-04, 1.61943174e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",1.0439487748777256e-06,8.691204333326555e-05,8.691204333326555e-05,8.691204333326555e-05,8.691204333326555e-05,0.00010219416970491771,low
44,"(array([-3.83759596e-03,  1.47271427e-05]), array([1.78758564e-03, 3.19546241e-06]), array([6.91683568e-04, 4.78426158e-07]), array([-2.18309050e-03,  4.76588414e-06]), array([5.98013547e-04, 3.57620203e-07]), array([4.02421637e-04, 1.61943174e-07]), array([9.32266289e-03, 8.69120433e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",8.73542e-05,9.6886561535876e-07,9e-07,9.5e-07,9.6886561535876e-07,0.00010219416970491771,low
45,"(array([1.78758564e-03, 3.19546241e-06]), array([6.91683568e-04, 4.78426158e-07]), array([-2.18309050e-03,  4.76588414e-06]), array([5.98013547e-04, 3.57620203e-07]), array([4.02421637e-04, 1.61943174e-07]), array([9.32266289e-03, 8.69120433e-05]), array([9.84309715e-04, 9.68865615e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",8.5947e-06,2.467000094329608e-06,2.0000000000000003e-06,2.4670000000000003e-06,2.4670000943296076e-06,0.00010219416970491771,low
46,"(array([6.91683568e-04, 4.78426158e-07]), array([-2.18309050e-03,  4.76588414e-06]), array([5.98013547e-04, 3.57620203e-07]), array([4.02421637e-04, 1.61943174e-07]), array([9.32266289e-03, 8.69120433e-05]), array([9.84309715e-04, 9.68865615e-07]), array([-1.57066868e-03,  2.46700009e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",7.084691532800011e-05,2.684000607255075e-05,2.6e-05,2e-05,2.684000607255075e-05,0.00010219416970491771,low
47,"(array([-2.18309050e-03,  4.76588414e-06]), array([5.98013547e-04, 3.57620203e-07]), array([4.02421637e-04, 1.61943174e-07]), array([9.32266289e-03, 8.69120433e-05]), array([9.84309715e-04, 9.68865615e-07]), array([-1.57066868e-03,  2.46700009e-06]), array([-5.18073412e-03,  2.68400061e-05]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",2.7666767474993485e-05,2.3897671940086577e-06,2e-06,2e-06,2.3897671940086577e-06,0.00010219416970491771,low
48,"(array([5.98013547e-04, 3.57620203e-07]), array([4.02421637e-04, 1.61943174e-07]), array([9.32266289e-03, 8.69120433e-05]), array([9.84309715e-04, 9.68865615e-07]), array([-1.57066868e-03,  2.46700009e-06]), array([-5.18073412e-03,  2.68400061e-05]), array([-1.54588719e-03,  2.38976719e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",2.147217720876532e-05,2.1934544939748627e-06,2.0000000000000003e-06,2.1934544939748627e-06,2.1934544939748627e-06,0.00010219416970491771,low
49,"(array([4.02421637e-04, 1.61943174e-07]), array([9.32266289e-03, 8.69120433e-05]), array([9.84309715e-04, 9.68865615e-07]), array([-1.57066868e-03,  2.46700009e-06]), array([-5.18073412e-03,  2.68400061e-05]), array([-1.54588719e-03,  2.38976719e-06]), array([1.48103156e-03, 2.19345449e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.000343069573001,7.828973470719234e-07,7e-07,7.5e-07,7.828973470719234e-07,0.00010219416970491771,low
50,"(array([9.32266289e-03, 8.69120433e-05]), array([9.84309715e-04, 9.68865615e-07]), array([-1.57066868e-03,  2.46700009e-06]), array([-5.18073412e-03,  2.68400061e-05]), array([-1.54588719e-03,  2.38976719e-06]), array([1.48103156e-03, 2.19345449e-06]), array([-8.84814866e-04,  7.82897347e-07]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",5.96326110766154e-05,6.485850586341757e-06,6e-06,6.5e-06,6.485850586341757e-06,0.00010219416970491771,low
51,"(array([9.84309715e-04, 9.68865615e-07]), array([-1.57066868e-03,  2.46700009e-06]), array([-5.18073412e-03,  2.68400061e-05]), array([-1.54588719e-03,  2.38976719e-06]), array([1.48103156e-03, 2.19345449e-06]), array([-8.84814866e-04,  7.82897347e-07]), array([-2.54673332e-03,  6.48585059e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",0.0002032674481968,4.602566076474114e-06,4e-06,4.5e-06,4.602566076474114e-06,0.00010219416970491771,low
52,"(array([-1.57066868e-03,  2.46700009e-06]), array([-5.18073412e-03,  2.68400061e-05]), array([-1.54588719e-03,  2.38976719e-06]), array([1.48103156e-03, 2.19345449e-06]), array([-8.84814866e-04,  7.82897347e-07]), array([-2.54673332e-03,  6.48585059e-06]), array([2.14535920e-03, 4.60256608e-06]))
You are given a chronological sequence of observations for a financial asset.
Each row reports the 1-period log return log_r and the realized variance rv 
where rv = log_r^2.
It's arranged chronologically, [array([log_r_1, rv_1]), array([log_r_2, rv_2]), .....]
",6.321370338524228e-05,5e-05,5.5e-05,5e-05,5.945060329566471e-05,0.00010219416970491771,low
